[000:00:00;15] THOSE  
[000:53:59;28] POSSESSIONS THAT BELONG TO  
[000:54:02;12] EACH OF THE THEY'RE NONE  
[000:54:04;02] RUNNERS.  
[000:54:04;16] WHAT THEY WILL DO AT THESE  
[000:54:06;07] RACES AND S. PREPOSITION  
[000:54:07;20] THEIR PERSONAL BELONGINGS  
[000:54:09;05] SO WHEN THEY FINISH THE  
[000:54:10;22] RACE THEY HAVE SOMETHING IT  
[000:54:11;16] TO RETURN TO.  
[000:54:12;08] SOMETHING TO PUT ON A  
[000:54:13;07] CHANGE OF CLOTHES.  
[000:54:13;26] THERE ARE THOUSANDS  
[000:54:16;05] STRANDED WITHOUT THOSE  
[000:54:17;09] POSSESSIONS TONIGHT.  
[000:54:17;29] THEY TRICKLE IN ONE AFTER  
[000:54:19;12] ANOTHER.  
[000:54:19;26] BUT THIS IS SOMETHING THAT  
[000:54:20;19] CLEARLY WILL NOT BE TAKEN  
[000:54:22;05] CARE OF TONIGHT SHEPARD.  
[000:54:24;01] I TALKED TO ONE YOUNG MAN  
[000:54:25;14] WHO CAME IN FROM ST. LOUIS  
[000:54:27;10] MISSOURI.  
[000:54:27;25] HE WAS A QUARTER MILE  
[000:54:28;23] BEHIND THE FINISH LINE,  
[000:54:30;24] FINISHING HIMSELF WHEN THE  
[000:54:32;05] EXPLOSION OCCURRED BUT HE  
[000:54:33;10] NEVER HEARD THE EXPLOSION.  
[000:54:34;18] HE SAID THERE WERE  
[000:54:35;23] THOUSANDS OF PEOPLE ON BOTH  
[000:54:37;17] SIDES OF THE STREETS AND  
[000:54:38;29] THEIR CHEERING WAS SO LOUD  
[000:54:40;14] IT DROWNED OUT THE SOUND OF  
[000:54:42;07] THE EXPLOSION A QUARTER  
[000:54:45;04] MILE DOWN THE ROAD.  
[000:54:46;07] WHAT HE DESCRIBED IS IS THE  
[000:54:47;01] ENTIRE RACE JUST STOPPED IN  
[000:54:48;05] FRONT OF HIM AND HE STOPPED  
[000:54:50;15] TOO AND THEY WERE TOLD THE  
[000:54:52;10] RACE WILL NOT GO ON ANY  
[000:54:55;04] LONGER.  
[000:54:55;18] A QUARTER OF A MILE FROM  
[000:54:56;11] THE FINISH.  
[000:54:57;08] TONIGHT, I ASKED HIM WHAT  
[000:54:58;23] HE THOUGHT ABOUT THE NEWS  
[000:55:00;29] AFTER IT WENT OUT  
[000:55:02;04] THROUGHOUT THE CITY AND  
[000:55:03;00] ACROSS THE COUNTRY AND HE  
[000:55:04;08] TALKED ABOUT HIS OWN  
[000:55:05;19] 8-YEAR-OLD DAUGHTER WHO  
[000:55:06;11] WANTED TO BE HERE AT THE  
[000:55:08;06] FINISH LINE TO SEE HER  
[000:55:10;07] FATHER FINISH.  
[000:55:10;27] SHE IS HOME AND SAFE  
[000:55:12;21] TONIGHT IN ST. LOUIS  
[000:55:14;01] MISSOURI.  
[000:55:14;18] THERE ARE SO MANY STORIES  
[000:55:16;07] JUST LIKE, THIS SHEPARD  
[000:55:17;16] TONIGHT HERE IN BOSTON.  
[000:55:19;21] >> Bill: BILL HEMMER LIVE  
[000:55:20;16] FOR US.  
[000:55:21;07] WE WILL CHECK BACK.  
[000:55:21;27] IN FIRST, THIS HAS CREATED  
[000:55:23;29] INCREASED SECURITY OR  
[000:55:24;22] BROUGHT ABOUT INCREASED  
[000:55:26;21] SECURITY AT CITIES ACROSS  
[000:55:27;19] THE COUNTRY.  
[000:55:28;22] IN FACT, CITIES WORLDWIDE  
[000:55:29;28] ARE ON ALERT.  
[000:55:31;08] LONDON, LOS ANGELES, NEW  
[000:55:32;14] YORK AND OTHERS ALL  
[000:55:34;20] ADJUSTING SECURITY  
[000:55:35;12] PROCEDURES.  
[000:55:35;28] OUR SENIOR CORRESPONDENT  
[000:55:37;10] ERIC SHAWN LIVE IN NEW YORK  
[000:55:38;04] CITY IN TIMES SQUARE.  
[000:55:39;14] ERIC?  
[000:55:40;03] >> YEAH, SHEPARD.  
[000:55:41;12] WE ARE IN TIMES SQUARE.  
[000:55:42;17] IT WAS JUST THREE YEARS AGO  
[000:55:43;25] YOU MAY RECALL WAS THE  
[000:55:44;29] TARGET ITSELF OF A  
[000:55:46;19] TERRORIST ATTACK.  
[000:55:47;08] A CAR BOMB THAT THANKFULLY  
[000:55:49;13] FIZZLED AND DID NOT GO OFF.  
[000:55:51;03] AS YOU CAN SEE THE POLICE  
[000:55:51;26] OF NEW YORK CITY ARE ON  
[000:55:53;03] HEIGHTENED ALERT.  
[000:55:54;08] THEY HAVE TAKEN PRECAUTIONS  
[000:55:55;12] THAT HAVE BEEN IN PLACE  
[000:55:56;17] SINCE 9/11.  
[000:55:57;22] INCREASED SECURITY AT  
[000:55:58;25] HOTELS, PROMINENT LOANINGS,  
[000:56:00;17] THE NEW YORK CITY SUBWAY  
[000:56:01;24] SYSTEM.  
[000:56:02;08] THE NEW YORK CITY HAVING  
[000:56:03;00] GONE THROUGH THIS BEFORE  
[000:56:03;23] NOT JUST 9/11 BUT BACK IN  
[000:56:05;27] 1993, THE BOMBING OF THE  
[000:56:07;08] WORLD TRADE CENTER THAT  
[000:56:08;08] KILLED SIX PEOPLE.  
[000:56:09;29] AND, SHEPARD THE NEW YORK  
[000:56:11;07] CITY MARATHON HAPPENED TO  
[000:56:12;06] HAVE BEEN CANCELLED LAST  
[000:56:13;17] NOVEMBER BECAUSE OF  
[000:56:15;01] HURRICANE SANDY.  
[000:56:17;04] BUT THOSE HERE TONIGHT HAVE  
[000:56:18;16] THEIR THOUGHTS AND PRAYERS  
[000:56:19;14] WITH OUR FELLOW COMPATRIOTS  
[000:56:21;15] IN BOSTON BECAUSE OF WHAT  
[000:56:22;10] HAPPENED THERE.  
[000:56:24;12] >> Shepard: HEIGHTENED  
[000:56:25;03] SECURITY IN OTHER MAJOR  
[000:56:26;09] CITIES AS WELL.  
[000:56:30;09] YES, THAT'S RIGHT.  
[000:56:30;28] NOT JUST LONDON BUT ACROSS  
[000:56:32;05] THE COUNTRY AND WASHINGTON,  
[000:56:33;08] D.C. THE WHITE HOUSE HAS A  
[000:56:34;14] PERIMETER, THE SECRET  
[000:56:35;25] SERVICE EXPANDED THAT  
[000:56:36;25] PERIMETER FURTHER OUT JUST  
[000:56:37;23] OUT OF AN ABUNDANCE OF  
[000:56:39;16] CAUTION.  
[000:56:40;00] MAYORS ACROSS THE COUNTRY  
[000:56:44;12] SAYING SEATTLE DENVER  
[000:56:45;22] ILLINOIS POLICE DEPARTMENTS  
[000:56:47;01] ON HEIGHTENED ALERT.  
[000:56:48;06] NO SPECIFIC THREATS IN  
[000:56:49;00] THOSE CITIES.  
[000:56:49;22] OF COURSE, THE COMMON THEME  
[000:56:51;02] FROM CITY HALLS IS THAT WE  
[000:56:52;21] ARE ALL IN THIS TOGETHER.  
[000:56:53;22] IF YOU SEE SOMETHING, SAY  
[000:56:54;25] SOMETHING, SHEP.  
[000:56:56;11] >> Shepard: ERIC SHAWN LIVE  
[000:56:57;05] NEW YORK CITY'S TIMES  
[000:56:58;03] SQUARE.  
[000:56:58;17] THANK YOU.  
[000:57:01;01] CONTINUING COVERAGE AHEAD  
[000:57:01;27] OF THE O'REILLY FACTOR FROM  
[000:57:03;27] NEW YORK TONIGHT IN 60  
[000:57:05;02] SECONDS.
[000:58:11;26] >> Shepard: ONE MINUTE  
[000:58:13;17] BEFORE THE TOP OF THE HOUR.  
[000:58:14;11] RECAPPING THE NEWS AS WE  
[000:58:15;03] HAVE A IT FROM BOSTON THIS  
[000:58:15;26] AFTERNOON.  
[000:58:16;11] THE EXPLOSIONS HAPPENED IN  
[000:58:17;04] THE MOMENTS BEFORE 3:00  
[000:58:18;12] P.M.  
[000:58:18;24] THE LAST MARATHON RUNNER  
[000:58:21;24] RECORDED TO HAVE CROSSED  
[000:58:23;12] THE FINISH LINE AT 2:57.  
[000:58:25;25] THEN ONE EXPLOSION AND 12  
[000:58:27;21] TO 14 SECONDS LATER ANOTHER  
[000:58:28;27] EXPLOSION AND NOW WE KNOW  
[000:58:30;05] TWO PEOPLE ARE CONFIRMED  
[000:58:32;13] DEAD SOMEWHERE AROUND 100  
[000:58:34;10] ARE INJURED.  
[000:58:35;14] BOSTON HOSPITALS TOOK IN  
[000:58:36;25] INJURED THIS AFTERNOON AND  
[000:58:37;27] AT LATEST WORD A NUMBER OF  
[000:58:39;25] PATIENTS WERE LISTED IN  
[000:58:41;15] CRITICAL.  
[000:58:42;16] THE INVESTIGATION HAS  
[000:58:45;26] BEGUN.  
[000:58:46;09] THERE IS A PERSON OF  
[000:58:46;29] INTEREST BEING WATCHED IN  
[000:58:47;22] ONE OF THOSE HOSPITALS  
[000:58:49;01] ACCORDING TO THE REPORTING  
[000:58:49;24] OF FOX NEWS.  
[000:58:50;10] THAT PERSON IS NOT A  
[000:58:52;25] SUSPECT.  
[000:58:53;09] MAY BE A VICTIM, MAY BE A  
[000:58:54;06] PERSON OF INTEREST.  
[000:58:55;01] FOR THE MOMENT AUTHORITIES  
[000:58:56;06] SAY THEY ARE WATCHING THIS  
[000:58:57;21] PERSON WHO IS BEING  
[000:58:58;21] TREATE
